Time_Casa,Estado_Time_Casa,Time_Visitante,Estado_Time_Visitante,Gols_Mandante,Gols_Visitante,Temporada,Rodada,Empate,Vencedor,Derrotado,Pontuacao_Casa,Pontuacao_Visitante,Num_Vitorias_Casa,Num_Derrota_Casa,Num_Empate_Casa,Num_Vitorias_Visitante,Num_Derrota_Visitante,Num_Empate_Visitante,Saldo_Mandante,Saldo_Visitante,Total_Pontos_Casa,Total_Vitorias_Casa,Total_Empates_Casa,Total_Derrotas_Casa,Total_Saldo_Casa,Total_Pontos_Visitante,Total_Vitorias_Visitante,Total_Empates_Visitante,Total_Derrotas_Visitante,Total_Saldo_Visitante
Fluminense,RJ,Athletico-PR,PR,3,1,2020,24,False,Fluminense,Athletico-PR,3,0,1,0,0,0,1,0,2,-2,64,18,10,10,13,53,15,8,15,2
Bahia,BA,Ceara,CE,0,2,2020,24,False,Ceara,Bahia,0,3,0,1,0,1,0,0,-2,2,44,12,8,18,-11,52,14,10,14,3
Coritiba,PR,Red Bull Bragantino,SP,0,0,2020,24,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,53,13,14,11,10
Gremio,RS,Vasco da Gama,RJ,4,0,2020,24,False,Gremio,Vasco da Gama,3,0,1,0,0,0,1,0,4,-4,59,14,17,7,13,41,10,11,17,-19
Sao Paulo,SP,Sport,PE,1,0,2020,24,False,Sao Paulo,Sport,3,0,1,0,0,0,1,0,1,-1,66,18,12,8,18,42,12,6,20,-19
Atletico-MG,MG,Internacional,RS,2,2,2020,24,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,19,70,20,10,8,26
Atletico-GO,GO,Goias,GO,0,1,2020,24,False,Goias,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,49,12,13,13,-6,37,9,10,19,-22
Red Bull Bragantino,SP,Fortaleza,CE,2,1,2020,25,False,Red Bull Bragantino,Fortaleza,3,0,1,0,0,0,1,0,1,-1,53,13,14,11,10,41,10,11,17,-10
Athletico-PR,PR,Atletico-MG,MG,0,1,2020,25,False,Atletico-MG,Athletico-PR,0,3,0,1,0,1,0,0,-1,1,53,15,8,15,2,68,20,8,10,19
Palmeiras,SP,Bahia,BA,3,0,2020,25,False,Palmeiras,Bahia,3,0,1,0,0,0,1,0,3,-3,58,15,13,10,14,44,12,8,18,-11
Internacional,RS,Botafogo,RJ,2,1,2020,25,False,Internacional,Botafogo,3,0,1,0,0,0,1,0,1,-1,70,20,10,8,26,27,5,12,21,-30
Ceara,CE,Atletico-GO,GO,1,2,2020,25,False,Atletico-GO,Ceara,0,3,0,1,0,1,0,0,-1,1,52,14,10,14,3,49,12,13,13,-6
Goias,GO,Gremio,RS,0,0,2020,25,True,None,None,1,1,0,0,1,0,0,1,0,0,37,9,10,19,-22,59,14,17,7,13
Flamengo,RJ,Santos,SP,4,1,2020,25,False,Flamengo,Santos,3,0,1,0,0,0,1,0,3,-3,71,21,8,9,20,53,14,11,13,0
Corinthians,SP,Sao Paulo,SP,1,0,2020,25,False,Corinthians,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,54,14,12,12,2,66,18,12,8,18
Sport,PE,Coritiba,PR,1,0,2020,25,False,Sport,Coritiba,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,31,7,10,21,-23
Vasco da Gama,RJ,Fluminense,RJ,1,1,2020,25,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-19,64,18,10,10,13
Sao Paulo,SP,Atletico-MG,MG,3,0,2020,26,False,Sao Paulo,Atletico-MG,3,0,1,0,0,0,1,0,3,-3,66,18,12,8,18,68,20,8,10,19
Atletico-GO,GO,Fluminense,RJ,2,1,2020,26,False,Atletico-GO,Fluminense,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,64,18,10,10,13
Sport,PE,Gremio,RS,1,1,2020,26,True,None,None,1,1,0,0,1,0,0,1,0,0,42,12,6,20,-19,59,14,17,7,13
Internacional,RS,Palmeiras,SP,2,0,2020,26,False,Internacional,Palmeiras,3,0,1,0,0,0,1,0,2,-2,70,20,10,8,26,58,15,13,10,14
Coritiba,PR,Botafogo,RJ,1,2,2020,26,False,Botafogo,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,27,5,12,21,-30
Red Bull Bragantino,SP,Athletico-PR,PR,0,1,2020,26,False,Athletico-PR,Red Bull Bragantino,0,3,0,1,0,1,0,0,-1,1,53,13,14,11,10,53,15,8,15,2
Vasco da Gama,RJ,Santos,SP,1,0,2020,26,False,Vasco da Gama,Santos,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-19,53,14,11,13,0
Flamengo,RJ,Bahia,BA,4,3,2020,26,False,Flamengo,Bahia,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,20,44,12,8,18,-11
Fortaleza,CE,Ceara,CE,0,2,2020,26,False,Ceara,Fortaleza,0,3,0,1,0,1,0,0,-2,2,41,10,11,17,-10,52,14,10,14,3
Corinthians,SP,Goias,GO,2,1,2020,26,False,Corinthians,Goias,3,0,1,0,0,0,1,0,1,-1,54,14,12,12,2,37,9,10,19,-22
Atletico-MG,MG,Coritiba,PR,2,0,2020,27,False,Atletico-MG,Coritiba,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,31,7,10,21,-23
Fortaleza,CE,Flamengo,RJ,0,0,2020,27,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-10,71,21,8,9,20
Goias,GO,Sport,PE,1,0,2020,27,False,Goias,Sport,3,0,1,0,0,0,1,0,1,-1,37,9,10,19,-22,42,12,6,20,-19
Fluminense,RJ,Sao Paulo,SP,1,2,2020,27,False,Sao Paulo,Fluminense,0,3,0,1,0,1,0,0,-1,1,64,18,10,10,13,66,18,12,8,18
Botafogo,RJ,Corinthians,SP,0,2,2020,27,False,Corinthians,Botafogo,0,3,0,1,0,1,0,0,-2,2,27,5,12,21,-30,54,14,12,12,2
Bahia,BA,Internacional,RS,1,2,2020,27,False,Internacional,Bahia,0,3,0,1,0,1,0,0,-1,1,44,12,8,18,-11,70,20,10,8,26
Palmeiras,SP,Red Bull Bragantino,SP,1,0,2020,27,False,Palmeiras,Red Bull Bragantino,3,0,1,0,0,0,1,0,1,-1,58,15,13,10,14,53,13,14,11,10
Santos,SP,Ceara,CE,1,1,2020,27,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,52,14,10,14,3
Athletico-PR,PR,Vasco da Gama,RJ,3,0,2020,27,False,Athletico-PR,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,53,15,8,15,2,41,10,11,17,-19
Gremio,RS,Atletico-GO,GO,2,1,2020,27,False,Gremio,Atletico-GO,3,0,1,0,0,0,1,0,1,-1,59,14,17,7,13,49,12,13,13,-6
Botafogo,RJ,Athletico-PR,PR,0,2,2020,28,False,Athletico-PR,Botafogo,0,3,0,1,0,1,0,0,-2,2,27,5,12,21,-30,53,15,8,15,2
Gremio,RS,Bahia,BA,2,1,2020,28,False,Gremio,Bahia,3,0,1,0,0,0,1,0,1,-1,59,14,17,7,13,44,12,8,18,-11
Coritiba,PR,Goias,GO,1,2,2020,28,False,Goias,Coritiba,0,3,0,1,0,1,0,0,-1,1,31,7,10,21,-23,37,9,10,19,-22
Sport,PE,Fortaleza,CE,1,0,2020,28,False,Sport,Fortaleza,3,0,1,0,0,0,1,0,1,-1,42,12,6,20,-19,41,10,11,17,-10
Flamengo,RJ,Fluminense,RJ,1,2,2020,28,False,Fluminense,Flamengo,0,3,0,1,0,1,0,0,-1,1,71,21,8,9,20,64,18,10,10,13
Red Bull Bragantino,SP,Sao Paulo,SP,4,2,2020,28,False,Red Bull Bragantino,Sao Paulo,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,10,66,18,12,8,18
Ceara,CE,Internacional,RS,0,2,2020,28,False,Internacional,Ceara,0,3,0,1,0,1,0,0,-2,2,52,14,10,14,3,70,20,10,8,26
Atletico-GO,GO,Vasco da Gama,RJ,0,0,2020,28,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,41,10,11,17,-19
Palmeiras,SP,Corinthians,SP,4,0,2020,28,False,Palmeiras,Corinthians,3,0,1,0,0,0,1,0,4,-4,58,15,13,10,14,54,14,12,12,2
Atletico-MG,MG,Santos,SP,2,0,2020,28,False,Atletico-MG,Santos,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,53,14,11,13,0
Coritiba,PR,Athletico-PR,PR,0,0,2020,29,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,53,15,8,15,2
Sport,PE,Palmeiras,SP,0,1,2020,29,False,Palmeiras,Sport,0,3,0,1,0,1,0,0,-1,1,42,12,6,20,-19,58,15,13,10,14
Fortaleza,CE,Gremio,RS,0,0,2020,29,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-10,59,14,17,7,13
Flamengo,RJ,Ceara,CE,0,2,2020,29,False,Ceara,Flamengo,0,3,0,1,0,1,0,0,-2,2,71,21,8,9,20,52,14,10,14,3
Sao Paulo,SP,Santos,SP,0,1,2020,29,False,Santos,Sao Paulo,0,3,0,1,0,1,0,0,-1,1,66,18,12,8,18,53,14,11,13,0
Internacional,RS,Goias,GO,1,0,2020,29,False,Internacional,Goias,3,0,1,0,0,0,1,0,1,-1,70,20,10,8,26,37,9,10,19,-22
Atletico-GO,GO,Bahia,BA,1,1,2020,29,True,None,None,1,1,0,0,1,0,0,1,0,0,49,12,13,13,-6,44,12,8,18,-11
Vasco da Gama,RJ,Botafogo,RJ,3,0,2020,29,False,Vasco da Gama,Botafogo,3,0,1,0,0,0,1,0,3,-3,41,10,11,17,-19,27,5,12,21,-30
Red Bull Bragantino,SP,Atletico-MG,MG,2,2,2020,29,True,None,None,1,1,0,0,1,0,0,1,0,0,53,13,14,11,10,68,20,8,10,19
Corinthians,SP,Fluminense,RJ,5,0,2020,29,False,Corinthians,Fluminense,3,0,1,0,0,0,1,0,5,-5,54,14,12,12,2,64,18,10,10,13
Palmeiras,SP,Gremio,RS,1,1,2020,30,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,59,14,17,7,13
Fluminense,RJ,Sport,PE,1,0,2020,30,False,Fluminense,Sport,3,0,1,0,0,0,1,0,1,-1,64,18,10,10,13,42,12,6,20,-19
Vasco da Gama,RJ,Coritiba,PR,0,1,2020,30,False,Coritiba,Vasco da Gama,0,3,0,1,0,1,0,0,-1,1,41,10,11,17,-19,31,7,10,21,-23
Santos,SP,Botafogo,RJ,2,1,2020,30,False,Santos,Botafogo,3,0,1,0,0,0,1,0,1,-1,53,14,11,13,0,27,5,12,21,-30
Athletico-PR,PR,Sao Paulo,SP,1,1,2020,30,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,2,66,18,12,8,18
Atletico-MG,MG,Atletico-GO,GO,3,1,2020,30,False,Atletico-MG,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,49,12,13,13,-6
Internacional,RS,Fortaleza,CE,4,2,2020,30,False,Internacional,Fortaleza,3,0,1,0,0,0,1,0,2,-2,70,20,10,8,26,41,10,11,17,-10
Ceara,CE,Red Bull Bragantino,SP,1,2,2020,30,False,Red Bull Bragantino,Ceara,0,3,0,1,0,1,0,0,-1,1,52,14,10,14,3,53,13,14,11,10
Goias,GO,Flamengo,RJ,0,3,2020,30,False,Flamengo,Goias,0,3,0,1,0,1,0,0,-3,3,37,9,10,19,-22,71,21,8,9,20
Bahia,BA,Corinthians,SP,2,1,2020,30,False,Bahia,Corinthians,3,0,1,0,0,0,1,0,1,-1,44,12,8,18,-11,54,14,12,12,2
Botafogo,RJ,Atletico-GO,GO,1,3,2020,31,False,Atletico-GO,Botafogo,0,3,0,1,0,1,0,0,-2,2,27,5,12,21,-30,49,12,13,13,-6
Bahia,BA,Athletico-PR,PR,1,0,2020,31,False,Bahia,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,44,12,8,18,-11,53,15,8,15,2
Gremio,RS,Atletico-MG,MG,1,1,2020,31,True,None,None,1,1,0,0,1,0,0,1,0,0,59,14,17,7,13,68,20,8,10,19
Coritiba,PR,Fluminense,RJ,3,3,2020,31,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,64,18,10,10,13
Sao Paulo,SP,Internacional,RS,1,5,2020,31,False,Internacional,Sao Paulo,0,3,0,1,0,1,0,0,-4,4,66,18,12,8,18,70,20,10,8,26
Red Bull Bragantino,SP,Vasco da Gama,RJ,4,1,2020,31,False,Red Bull Bragantino,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,53,13,14,11,10,41,10,11,17,-19
Goias,GO,Ceara,CE,0,4,2020,31,False,Ceara,Goias,0,3,0,1,0,1,0,0,-4,4,37,9,10,19,-22,52,14,10,14,3
Fortaleza,CE,Santos,SP,2,0,2020,31,False,Fortaleza,Santos,3,0,1,0,0,0,1,0,2,-2,41,10,11,17,-10,53,14,11,13,0
Flamengo,RJ,Palmeiras,SP,2,0,2020,31,False,Flamengo,Palmeiras,3,0,1,0,0,0,1,0,2,-2,71,21,8,9,20,58,15,13,10,14
Corinthians,SP,Sport,PE,3,0,2020,31,False,Corinthians,Sport,3,0,1,0,0,0,1,0,3,-3,54,14,12,12,2,42,12,6,20,-19
Sao Paulo,SP,Coritiba,PR,1,1,2020,32,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,31,7,10,21,-23
Vasco da Gama,RJ,Atletico-MG,MG,3,2,2020,32,False,Vasco da Gama,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-19,68,20,8,10,19
Athletico-PR,PR,Flamengo,RJ,2,1,2020,32,False,Athletico-PR,Flamengo,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,71,21,8,9,20
Ceara,CE,Palmeiras,SP,2,1,2020,32,False,Ceara,Palmeiras,3,0,1,0,0,0,1,0,1,-1,52,14,10,14,3,58,15,13,10,14
Internacional,RS,Gremio,RS,2,1,2020,32,False,Internacional,Gremio,3,0,1,0,0,0,1,0,1,-1,70,20,10,8,26,59,14,17,7,13
Sport,PE,Bahia,BA,2,0,2020,32,False,Sport,Bahia,3,0,1,0,0,0,1,0,2,-2,42,12,6,20,-19,44,12,8,18,-11
Atletico-GO,GO,Fortaleza,CE,2,0,2020,32,False,Atletico-GO,Fortaleza,3,0,1,0,0,0,1,0,2,-2,49,12,13,13,-6,41,10,11,17,-10
Santos,SP,Goias,GO,3,4,2020,32,False,Goias,Santos,0,3,0,1,0,1,0,0,-1,1,53,14,11,13,0,37,9,10,19,-22
Fluminense,RJ,Botafogo,RJ,2,0,2020,32,False,Fluminense,Botafogo,3,0,1,0,0,0,1,0,2,-2,64,18,10,10,13,27,5,12,21,-30
Corinthians,SP,Red Bull Bragantino,SP,0,2,2020,32,False,Red Bull Bragantino,Corinthians,0,3,0,1,0,1,0,0,-2,2,54,14,12,12,2,53,13,14,11,10
Coritiba,PR,Gremio,RS,1,1,2020,33,True,None,None,1,1,0,0,1,0,0,1,0,0,31,7,10,21,-23,59,14,17,7,13
Ceara,CE,Athletico-PR,PR,0,2,2020,33,False,Athletico-PR,Ceara,0,3,0,1,0,1,0,0,-2,2,52,14,10,14,3,53,15,8,15,2
Atletico-GO,GO,Sao Paulo,SP,2,1,2020,33,False,Atletico-GO,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,49,12,13,13,-6,66,18,12,8,18
Vasco da Gama,RJ,Bahia,BA,0,0,2020,33,True,None,None,1,1,0,0,1,0,0,1,0,0,41,10,11,17,-19,44,12,8,18,-11
Atletico-MG,MG,Fortaleza,CE,2,0,2020,33,False,Atletico-MG,Fortaleza,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,41,10,11,17,-10
Internacional,RS,Red Bull Bragantino,SP,2,1,2020,33,False,Internacional,Red Bull Bragantino,3,0,1,0,0,0,1,0,1,-1,70,20,10,8,26,53,13,14,11,10
Fluminense,RJ,Goias,GO,3,0,2020,33,False,Fluminense,Goias,3,0,1,0,0,0,1,0,3,-3,64,18,10,10,13,37,9,10,19,-22
Sport,PE,Flamengo,RJ,0,3,2020,33,False,Flamengo,Sport,0,3,0,1,0,1,0,0,-3,3,42,12,6,20,-19,71,21,8,9,20
Palmeiras,SP,Botafogo,RJ,1,1,2020,33,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,27,5,12,21,-30
Santos,SP,Corinthians,SP,0,1,2020,33,False,Corinthians,Santos,0,3,0,1,0,1,0,0,-1,1,53,14,11,13,0,54,14,12,12,2
Gremio,RS,Santos,SP,3,3,2020,34,True,None,None,1,1,0,0,1,0,0,1,0,0,59,14,17,7,13,53,14,11,13,0
Red Bull Bragantino,SP,Atletico-GO,GO,2,0,2020,34,False,Red Bull Bragantino,Atletico-GO,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,10,49,12,13,13,-6
Bahia,BA,Fluminense,RJ,0,1,2020,34,False,Fluminense,Bahia,0,3,0,1,0,1,0,0,-1,1,44,12,8,18,-11,64,18,10,10,13
Goias,GO,Atletico-MG,MG,1,0,2020,34,False,Goias,Atletico-MG,3,0,1,0,0,0,1,0,1,-1,37,9,10,19,-22,68,20,8,10,19
Corinthians,SP,Ceara,CE,2,1,2020,34,False,Corinthians,Ceara,3,0,1,0,0,0,1,0,1,-1,54,14,12,12,2,52,14,10,14,3
Fortaleza,CE,Coritiba,PR,3,1,2020,34,False,Fortaleza,Coritiba,3,0,1,0,0,0,1,0,2,-2,41,10,11,17,-10,31,7,10,21,-23
Flamengo,RJ,Vasco da Gama,RJ,2,0,2020,34,False,Flamengo,Vasco da Gama,3,0,1,0,0,0,1,0,2,-2,71,21,8,9,20,41,10,11,17,-19
Athletico-PR,PR,Internacional,RS,0,0,2020,34,True,None,None,1,1,0,0,1,0,0,1,0,0,53,15,8,15,2,70,20,10,8,26
Botafogo,RJ,Sport,PE,0,1,2020,34,False,Sport,Botafogo,0,3,0,1,0,1,0,0,-1,1,27,5,12,21,-30,42,12,6,20,-19
Sao Paulo,SP,Palmeiras,SP,1,1,2020,34,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,58,15,13,10,14
Bahia,BA,Goias,GO,3,3,2020,35,True,None,None,1,1,0,0,1,0,0,1,0,0,44,12,8,18,-11,37,9,10,19,-22
Atletico-GO,GO,Santos,SP,2,3,2020,35,False,Santos,Atletico-GO,0,3,0,1,0,1,0,0,-1,1,49,12,13,13,-6,53,14,11,13,0
Red Bull Bragantino,SP,Flamengo,RJ,1,1,2020,35,True,None,None,1,1,0,0,1,0,0,1,0,0,53,13,14,11,10,71,21,8,9,20
Botafogo,RJ,Gremio,RS,2,5,2020,35,False,Gremio,Botafogo,0,3,0,1,0,1,0,0,-3,3,27,5,12,21,-30,59,14,17,7,13
Internacional,RS,Sport,PE,1,2,2020,35,False,Sport,Internacional,0,3,0,1,0,1,0,0,-1,1,70,20,10,8,26,42,12,6,20,-19
Fortaleza,CE,Vasco da Gama,RJ,3,0,2020,35,False,Fortaleza,Vasco da Gama,3,0,1,0,0,0,1,0,3,-3,41,10,11,17,-10,41,10,11,17,-19
Sao Paulo,SP,Ceara,CE,1,1,2020,35,True,None,None,1,1,0,0,1,0,0,1,0,0,66,18,12,8,18,52,14,10,14,3
Corinthians,SP,Athletico-PR,PR,3,3,2020,35,True,None,None,1,1,0,0,1,0,0,1,0,0,54,14,12,12,2,53,15,8,15,2
Fluminense,RJ,Atletico-MG,MG,0,0,2020,35,True,None,None,1,1,0,0,1,0,0,1,0,0,64,18,10,10,13,68,20,8,10,19
Coritiba,PR,Palmeiras,SP,1,0,2020,35,False,Coritiba,Palmeiras,3,0,1,0,0,0,1,0,1,-1,31,7,10,21,-23,58,15,13,10,14
Goias,GO,Botafogo,RJ,2,0,2020,36,False,Goias,Botafogo,3,0,1,0,0,0,1,0,2,-2,37,9,10,19,-22,27,5,12,21,-30
Atletico-MG,MG,Bahia,BA,1,1,2020,36,True,None,None,1,1,0,0,1,0,0,1,0,0,68,20,8,10,19,44,12,8,18,-11
Santos,SP,Coritiba,PR,2,0,2020,36,False,Santos,Coritiba,3,0,1,0,0,0,1,0,2,-2,53,14,11,13,0,31,7,10,21,-23
Vasco da Gama,RJ,Internacional,RS,0,2,2020,36,False,Internacional,Vasco da Gama,0,3,0,1,0,1,0,0,-2,2,41,10,11,17,-19,70,20,10,8,26
Flamengo,RJ,Corinthians,SP,2,1,2020,36,False,Flamengo,Corinthians,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,20,54,14,12,12,2
Palmeiras,SP,Fortaleza,CE,3,0,2020,36,False,Palmeiras,Fortaleza,3,0,1,0,0,0,1,0,3,-3,58,15,13,10,14,41,10,11,17,-10
Athletico-PR,PR,Atletico-GO,GO,2,1,2020,36,False,Athletico-PR,Atletico-GO,3,0,1,0,0,0,1,0,1,-1,53,15,8,15,2,49,12,13,13,-6
Gremio,RS,Sao Paulo,SP,1,2,2020,36,False,Sao Paulo,Gremio,0,3,0,1,0,1,0,0,-1,1,59,14,17,7,13,66,18,12,8,18
Ceara,CE,Fluminense,RJ,1,3,2020,36,False,Fluminense,Ceara,0,3,0,1,0,1,0,0,-2,2,52,14,10,14,3,64,18,10,10,13
Sport,PE,Red Bull Bragantino,SP,0,0,2020,36,True,None,None,1,1,0,0,1,0,0,1,0,0,42,12,6,20,-19,53,13,14,11,10
Coritiba,PR,Ceara,CE,0,2,2020,37,False,Ceara,Coritiba,0,3,0,1,0,1,0,0,-2,2,31,7,10,21,-23,52,14,10,14,3
Fortaleza,CE,Bahia,BA,0,4,2020,37,False,Bahia,Fortaleza,0,3,0,1,0,1,0,0,-4,4,41,10,11,17,-10,44,12,8,18,-11
Flamengo,RJ,Internacional,RS,2,1,2020,37,False,Flamengo,Internacional,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,20,70,20,10,8,26
Corinthians,SP,Vasco da Gama,RJ,0,0,2020,37,True,None,None,1,1,0,0,1,0,0,1,0,0,54,14,12,12,2,41,10,11,17,-19
Sport,PE,Atletico-MG,MG,2,3,2020,37,False,Atletico-MG,Sport,0,3,0,1,0,1,0,0,-1,1,42,12,6,20,-19,68,20,8,10,19
Santos,SP,Fluminense,RJ,1,1,2020,37,True,None,None,1,1,0,0,1,0,0,1,0,0,53,14,11,13,0,64,18,10,10,13
Gremio,RS,Athletico-PR,PR,1,0,2020,37,False,Gremio,Athletico-PR,3,0,1,0,0,0,1,0,1,-1,59,14,17,7,13,53,15,8,15,2
Goias,GO,Red Bull Bragantino,SP,0,0,2020,37,True,None,None,1,1,0,0,1,0,0,1,0,0,37,9,10,19,-22,53,13,14,11,10
Palmeiras,SP,Atletico-GO,GO,1,1,2020,37,True,None,None,1,1,0,0,1,0,0,1,0,0,58,15,13,10,14,49,12,13,13,-6
Botafogo,RJ,Sao Paulo,SP,1,0,2020,37,False,Botafogo,Sao Paulo,3,0,1,0,0,0,1,0,1,-1,27,5,12,21,-30,66,18,12,8,18
Fluminense,RJ,Fortaleza,CE,2,0,2020,38,False,Fluminense,Fortaleza,3,0,1,0,0,0,1,0,2,-2,64,18,10,10,13,41,10,11,17,-10
Vasco da Gama,RJ,Goias,GO,3,2,2020,38,False,Vasco da Gama,Goias,3,0,1,0,0,0,1,0,1,-1,41,10,11,17,-19,37,9,10,19,-22
Sao Paulo,SP,Flamengo,RJ,2,1,2020,38,False,Sao Paulo,Flamengo,3,0,1,0,0,0,1,0,1,-1,66,18,12,8,18,71,21,8,9,20
Red Bull Bragantino,SP,Gremio,RS,1,0,2020,38,False,Red Bull Bragantino,Gremio,3,0,1,0,0,0,1,0,1,-1,53,13,14,11,10,59,14,17,7,13
Atletico-MG,MG,Palmeiras,SP,2,0,2020,38,False,Atletico-MG,Palmeiras,3,0,1,0,0,0,1,0,2,-2,68,20,8,10,19,58,15,13,10,14
Internacional,RS,Corinthians,SP,0,0,2020,38,True,None,None,1,1,0,0,1,0,0,1,0,0,70,20,10,8,26,54,14,12,12,2
Bahia,BA,Santos,SP,2,0,2020,38,False,Bahia,Santos,3,0,1,0,0,0,1,0,2,-2,44,12,8,18,-11,53,14,11,13,0
Athletico-PR,PR,Sport,PE,2,0,2020,38,False,Athletico-PR,Sport,3,0,1,0,0,0,1,0,2,-2,53,15,8,15,2,42,12,6,20,-19
Ceara,CE,Botafogo,RJ,2,1,2020,38,False,Ceara,Botafogo,3,0,1,0,0,0,1,0,1,-1,52,14,10,14,3,27,5,12,21,-30
Atletico-GO,GO,Coritiba,PR,3,1,2020,38,False,Atletico-GO,Coritiba,3,0,1,0,0,0,1,0,2,-2,49,12,13,13,-6,31,7,10,21,-23
Cuiaba,MT,Juventude,RS,2,2,2021,1,True,None,None,1,1,0,0,1,0,0,1,0,0,48,10,18,10,-1,46,11,13,14,-7
Bahia,BA,Santos,SP,3,0,2021,1,False,Bahia,Santos,3,0,1,0,0,0,1,0,3,-3,43,11,10,17,-9,50,12,14,12,-5
Sao Paulo,SP,Fluminense,RJ,0,0,2021,1,True,None,None,1,1,0,0,1,0,0,1,0,0,48,11,15,12,-8,54,15,9,14,0
Atletico-MG,MG,Fortaleza,CE,1,2,2021,1,False,Fortaleza,Atletico-MG,0,3,0,1,0,1,0,0,-1,1,84,26,6,6,32,58,17,7,14,-1
Flamengo,RJ,Palmeiras,SP,1,0,2021,1,False,Flamengo,Palmeiras,3,0,1,0,0,0,1,0,1,-1,71,21,8,9,33,64,19,7,12,13
Ceara,CE,Gremio,RS,3,2,2021,1,False,Ceara,Gremio,3,0,1,0,0,0,1,0,1,-1,50,11,17,10,1,43,12,7,19,-7
Chapecoense,SC,Red Bull Bragantino,SP,0,3,2021,1,False,Red Bull Bragantino,Chapecoense,0,3,0,1,0,1,0,0,-3,3,15,1,12,25,-40,55,14,13,11,6
Corinthians,SP,Atletico-GO,GO,0,1,2021,1,False,Atletico-GO,Corinthians,0,3,0,1,0,1,0,0,-1,1,57,15,12,11,4,53,13,14,11,-3
Athletico-PR,PR,America-MG,MG,1,0,2021,1,False,Athletico-PR,America-MG,3,0,1,0,0,0,1,0,1,-1,47,13,8,17,-4,55,14,13,11,7
Internacional,RS,Sport,PE,2,2,2021,1,True,None,None,1,1,0,0,1,0,0,1,0,0,48,12,12,14,2,38,9,11,18,-13
Atletico-GO,GO,Sao Paulo,SP,2,0,2021,2,False,Atletico-GO,Sao Paulo,3,0,1,0,0,0,1,0,2,-2,53,13,14,11,-3,48,11,15,12,-8
Red Bull Bragantino,SP,Bahia,BA,3,3,2021,2,True,None,None,1,1,0,0,1,0,0,1,0,0,55,14,13,11,6,43,11,10,17,-9
Santos,SP,Ceara,CE,3,1,2021,2,False,Santos,Ceara,3,0,1,0,0,0,1,0,2,-2,50,12,14,12,-5,50,11,17,10,1
Fluminense,RJ,Cuiaba,MT,1,0,2021,2,False,Fluminense,Cuiaba,3,0,1,0,0,0,1,0,1,-1,54,15,9,14,0,48,10,18,10,-1
America-MG,MG,Corinthians,SP,0,1,2021,2,False,Corinthians,America-MG,0,3,0,1,0,1,0,0,-1,1,55,14,13,11,7,57,15,12,11,4
Fortaleza,CE,Internacional,RS,5,1,2021,2,False,Fortaleza,Internacional,3,0,1,0,0,0,1,0,4,-4,58,17,7,14,-1,48,12,12,14,2
Palmeiras,SP,Chapecoense,SC,3,1,2021,2,False,Palmeiras,Chapecoense,3,0,1,0,0,0,1,0,2,-2,64,19,7,12,13,15,1,12,25,-40
Juventude,RS,Athletico-PR,PR,0,3,2021,2,False,Athletico-PR,Juventude,0,3,0,1,0,1,0,0,-3,3,46,11,13,14,-7,47,13,8,17,-4
